Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fill in your catalog information below. Avoid some of the most common errors by making sure: 1) each row contains an item name; 2) an item and its variations have the same category and description; 3) GTINs are 8,12, 13, or 14 characters and contain numbers only; and 4) every item referencing an option set has both an option set name and an option value.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Created by Square,Example item,Example item name for customers to see,Small,Ounce 1.000,A12345,100% organic soft cotton t-shirt,"Separate multiple categories with a comma. Indicate subcategories by including their category hierarchy with the greater-than symbol. For example: New arrivals, Women’s > Accessories > Hats & Beanies",Sales of this item will be attributed to the Reporting Category in the category sales report.,Search engine display name,Search engine description,Identifier within a URL. Use hyphens instead of spaces.,653412483659,"Visible, Hidden, Unavailable","Physical, Prepared food and beverage, Digital, Donation, Event, Membership, Other",,Social media link title,Social media link description,,,,,24.99,20.99,Y or N,Y or N,Y or N,Y or N,Y or N,Sizes,Small,12.99,KT's Clothes,ABC123,Y or N,10,15,Y or N,5,$10.99,Y or N,10,15,Y or N,5,$10.99
,DI Insert for 30in DI Housing,"4 x 30"" Filter Cartridge - DI Resin",Regular,,20066-DI,"Looking for a DI filter cartridge for 4x30"" housings? This is it. These one-time use DI filter cartridges fit the 4x30"" housings from many different manufacturers and our Tucker® mobile DI System. Filled with our virgin resin, these filters will remove all of the impurities in your water to make spot-free water. Fits the H2pro, 4060, and T-DI systems.",Tucker > Catalog,Tucker,"4 x 30"" Filter Cartridge - DI Resin | Catalog | AZ Cleaning Supplies","Looking for a DI filter cartridge for 4x30"" housings? This is it. These one-time use DI filter cartridges fit the 4x30"" housings from many different...",4-x-30-filter-cartridge-di-resin,,Hidden,Physical,10.501,"4 x 30"" Filter Cartridge - DI Resin | Catalog | AZ Cleaning Supplies","Looking for a DI filter cartridge for 4x30"" housings? This is it. These one-time use DI filter cartridges fit the 4x30"" housings from many different...",N,N,N,N,172.88,,N,Y,N,Y,N,,,121.02,Tucker,20066-DI,N,,,N,,,Y,,,N,,172.88
,DI Refill Bags 2,DI Refill Bags 2,Regular,,20016,DI Refill Bags 2 | Official Tucker SKU: 20016 | Category: Catalog,Tucker > Catalog,Tucker,DI Refill Bags 2 | Catalog | AZ Cleaning Supplies,DI Refill Bags 2. Category: Catalog. Vendor code: 20016. Available at AZ Cleaning Supplies.,di-refill-bags-2,,Hidden,Physical,,DI Refill Bags 2 | Catalog | AZ Cleaning Supplies,DI Refill Bags 2. Category: Catalog. Vendor code: 20016. Available at AZ Cleaning Supplies.,N,N,N,N,109.33,,N,Y,N,Y,N,,,76.54,Tucker,20016,N,,,N,,,Y,,,N,,109.33
,Digital Flow Controller w/ antenna,Digital Flow Controller w/ Antenna,Regular,,80004-PLUS,"This is the flow controller for the Tucker® Fill N Go System, DIY panel & Delivery Pump. This flow controller is essential for optimizing control of your system and pump. It helps reduce both energy and water consumption by allowing you to choose the right flow, meaning you can clean more properties each day. This product comes with the fob.",Tucker > Catalog,Tucker,Digital Flow Controller w/ Antenna | Catalog | AZ Cleaning Supplies,"This is the flow controller for the Tucker® Fill N Go System, DIY panel & Delivery Pump. This flow controller is essential for optimizing control of your...",digital-flow-controller-w-antenna,,Hidden,Physical,1.001,Digital Flow Controller w/ Antenna | Catalog | AZ Cleaning Supplies,"This is the flow controller for the Tucker® Fill N Go System, DIY panel & Delivery Pump. This flow controller is essential for optimizing control of your...",N,N,N,N,524.10,,N,Y,N,Y,N,,,366.87,Tucker,80004-PLUS,N,,,N,,,Y,,,N,,524.10
,DISCONTINUED - 21in Max-Flow Reverse Osmosis Membrane,DISCONTINUED - 21in Max-Flow Reverse Osmosis Membrane,Regular,,20051-RO,DISCONTINUED - 21in Max-Flow Reverse Osmosis Membrane | Official Tucker SKU: 20051-RO | Category: Pure Water Systems,Tucker > Pure Water Systems,Tucker,DISCONTINUED - 21in Max-Flow Reverse Osmosis Membrane | AZ Cleaning Supplies,DISCONTINUED - 21in Max-Flow Reverse Osmosis Membrane. Category: Pure Water Systems. Vendor code: 20051-RO. Available at AZ Cleaning Supplies.,discontinued-21in-max-flow-reverse-osmosis-membrane,,Hidden,Physical,,DISCONTINUED - 21in Max-Flow Reverse Osmosis Membrane | AZ Cleaning Supplies,DISCONTINUED - 21in Max-Flow Reverse Osmosis Membrane. Category: Pure Water Systems. Vendor code: 20051-RO. Available at AZ Cleaning Supplies.,N,N,N,N,526.16,,N,Y,N,Y,N,,,368.31,Tucker,20051-RO,N,,,N,,,Y,,,N,,526.16
,DIY Delivery Panel w/ Remote,12v Delivery Panel w/Controller and Long Range Remote,Regular,,10070-12-REMOTE,"Are you the DIY type? These delivery panels are pretty sweet. They are made from a lightweight aluminum and easily mount to many different surfaces. They include the RHG delivery pump with digital flow controller and on/off Remote control. The pump will siphon your pure water holding tank and deliver the water via a hose (not included) to your water-fed pole. The digital flow controller allows you to turn up or down the flow/pressure of your pump based on your specific job. This in turn allows you to conserve your pure water supply for the day. The remote has multiple functions built in including the ability to turn up, down, and off the flow of water. Simply hook the inlet side of the pump up to a short hose that siphons your tank and the outlet side of the pump to a hose/reel that feeds your water-fed pole. Utilizes the V16 Flow Controllers. The only other thing you need is a 12 volt battery to supply this power. Not sure how to hook it up? Give us a call and we'll walk you...",Tucker > Catalog,Tucker,12v Delivery Panel w/Controller and Long Range Remote | AZ Cleaning Supplies,Are you the DIY type? These delivery panels are pretty sweet. They are made from a lightweight aluminum and easily mount to many different surfaces. They...,12v-delivery-panel-w-controller-and-long-range-remote,,Hidden,Physical,8.999,12v Delivery Panel w/Controller and Long Range Remote | AZ Cleaning Supplies,Are you the DIY type? These delivery panels are pretty sweet. They are made from a lightweight aluminum and easily mount to many different surfaces. They...,N,N,N,N,878.43,,N,Y,N,Y,N,,,614.91,Tucker,10070-12-REMOTE,N,,,N,,,Y,,,N,,878.43
,DIY RO BOOST PANEL,12v RO Booster Panel,Regular,,10070-BOOST,"Looking for an all in one booster pump solution for your DIY project? The Tucker® DIY boost pump panel is a great option. Made from lightweight aluminum and easily mountable to many different surfaces. These panels include the 5.3 gallon per minute / 90 psi bypass pump with 1/2"" tubing push to fit elbows installed. A waterproof on/off rocker switch is included to turn on/off the booster pump. The pump and switch are wired to a fuse block that can easily accept more wiring in from your delivery panel or any other 12v accessories you may be looking to incorporate into your system. Also included is a dual probe inline TDS meter with 1/2"" tubing push to fit tees. This meter is set up to measure 2 sources of water for you on your pure water system. You can measure inlet water, RO water, DI water or any other source you would like. This product pairs great with our DIY 4 stage RO / DI kit and 12v Delivery Panel.",Tucker > Catalog,Tucker,12v RO Booster Panel | Catalog | AZ Cleaning Supplies,Looking for an all in one booster pump solution for your DIY project? The Tucker® DIY boost pump panel is a great option. Made from lightweight aluminum and...,diy-ro-boost-panel,,Hidden,Physical,8.999,12v RO Booster Panel | Catalog | AZ Cleaning Supplies,Looking for an all in one booster pump solution for your DIY project? The Tucker® DIY boost pump panel is a great option. Made from lightweight aluminum and...,N,N,N,N,878.43,,N,Y,N,Y,N,,,614.91,Tucker,10070-BOOST,N,,,N,,,Y,,,N,,878.43
,"Dual Probe TDS Meter DM2, 1/2 Tees",In-line TDS Meter - Dual Probe,Regular,,80006-W/TEES,"These dual probe TDS meters are great for measuring the water quality of multiple water lines. At the press of a button you receive a digital read out of your water quality. Auto shut off saves the battery life (turns off 10 seconds after last reading). Ships with a 1/2"" push to fit water line Tee installed.",Tucker > Accessories,Tucker,In-line TDS Meter - Dual Probe | Accessories | AZ Cleaning Supplies,These dual probe TDS meters are great for measuring the water quality of multiple water lines. At the press of a button you receive a digital read out of...,in-line-tds-meter-dual-probe,,Hidden,Physical,0.5,In-line TDS Meter - Dual Probe | Accessories | AZ Cleaning Supplies,These dual probe TDS meters are great for measuring the water quality of multiple water lines. At the press of a button you receive a digital read out of...,N,N,N,N,116.17,,N,Y,N,Y,N,,,81.32,Tucker,80006-W/TEES,N,,,N,,,Y,,,N,,116.17
,End Cap for 25' Tucker Carbon Fiber Pole,Replacement Plastic End Cap #5,Regular,,T-5BR-CF,Replacement plastic end cap. Fits the Tucker Bravo and 30' pole,Tucker > Water Fed Pole Parts,Tucker,Replacement Plastic End Cap #5 | Water Fed Pole Parts | AZ Cleaning Supplies,Replacement plastic end cap. Fits the Tucker Bravo and 30' pole Available at AZ Cleaning Supplies.,replacement-plastic-end-cap-5,,Hidden,Physical,0.5,Replacement Plastic End Cap #5 | Water Fed Pole Parts | AZ Cleaning Supplies,Replacement plastic end cap. Fits the Tucker Bravo and 30' pole Available at AZ Cleaning Supplies.,N,N,N,N,20.49,,N,Y,N,Y,N,,,14.35,Tucker,T-5BR-CF,N,,,N,,,Y,,,N,,20.49
,End Cap for 35' Tucker Carbon Fiber Pole,Replacement Plastic End Cap #7,Regular,,T-7BR-CF,Replacement plastic end cap. Fits the Tucker® Solar Boost 27 and 40' pole,Tucker > Water Fed Pole Parts,Tucker,Replacement Plastic End Cap #7 | Water Fed Pole Parts | AZ Cleaning Supplies,Replacement plastic end cap. Fits the Tucker® Solar Boost 27 and 40' pole Available at AZ Cleaning Supplies.,replacement-plastic-end-cap-7,,Hidden,Physical,0.5,Replacement Plastic End Cap #7 | Water Fed Pole Parts | AZ Cleaning Supplies,Replacement plastic end cap. Fits the Tucker® Solar Boost 27 and 40' pole Available at AZ Cleaning Supplies.,N,N,N,N,20.49,,N,Y,N,Y,N,,,14.35,Tucker,T-7BR-CF,N,,,N,,,Y,,,N,,20.49
,End Cap for 50' Tucker Carbon Fiber Pole,Replacement Plastic End Cap #9,Regular,,T-9BR-CF,Replacement plastic end cap. Fits the Tucker® 50' and 50 extension,Tucker > Water Fed Pole Parts,Tucker,Replacement Plastic End Cap #9 | Water Fed Pole Parts | AZ Cleaning Supplies,Replacement plastic end cap. Fits the Tucker® 50' and 50 extension Available at AZ Cleaning Supplies.,replacement-plastic-end-cap-9,,Hidden,Physical,0.5,Replacement Plastic End Cap #9 | Water Fed Pole Parts | AZ Cleaning Supplies,Replacement plastic end cap. Fits the Tucker® 50' and 50 extension Available at AZ Cleaning Supplies.,N,N,N,N,20.49,,N,Y,N,Y,N,,,14.35,Tucker,T-9BR-CF,N,,,N,,,Y,,,N,,20.49
,End Cap for 60' Tucker Carbon Fiber Pole,End Cap for 60' Tucker Carbon Fiber Pole,Regular,,T-10BR-CF,End Cap for 60' Tucker Carbon Fiber Pole | Official Tucker SKU: T-10BR-CF | Category: Water Fed Pole Parts,Tucker > Water Fed Pole Parts,Tucker,End Cap for 60' Tucker Carbon Fiber Pole | AZ Cleaning Supplies,End Cap for 60' Tucker Carbon Fiber Pole. Category: Water Fed Pole Parts. Vendor code: T-10BR-CF. Available at AZ Cleaning Supplies.,end-cap-for-60-tucker-carbon-fiber-pole,,Hidden,Physical,,End Cap for 60' Tucker Carbon Fiber Pole | AZ Cleaning Supplies,End Cap for 60' Tucker Carbon Fiber Pole. Category: Water Fed Pole Parts. Vendor code: T-10BR-CF. Available at AZ Cleaning Supplies.,N,N,N,N,20.49,,N,Y,N,Y,N,,,14.35,Tucker,T-10BR-CF,N,,,N,,,Y,,,N,,20.49
,End Cap for ECO-15,Replacement Plastic End Cap #3,Regular,,T-3BR-CF,Replacement plastic end cap. Fits the Tucker® Sidekick and Junior pole,Tucker > Catalog,Tucker,Replacement Plastic End Cap #3 | Catalog | AZ Cleaning Supplies,Replacement plastic end cap. Fits the Tucker® Sidekick and Junior pole Available at AZ Cleaning Supplies.,replacement-plastic-end-cap-3,,Hidden,Physical,0.5,Replacement Plastic End Cap #3 | Catalog | AZ Cleaning Supplies,Replacement plastic end cap. Fits the Tucker® Sidekick and Junior pole Available at AZ Cleaning Supplies.,N,N,N,N,20.49,,N,Y,N,Y,N,,,14.35,Tucker,T-3BR-CF,N,,,N,,,Y,,,N,,20.49
,End Cap for Tucker Carbon Fiber Pole,End Cap for Tucker Carbon Fiber Pole,Regular,,T-4BR-CF,End Cap for Tucker Carbon Fiber Pole | Official Tucker SKU: T-4BR-CF | Category: Water Fed Pole Parts,Tucker > Water Fed Pole Parts,Tucker,End Cap for Tucker Carbon Fiber Pole | AZ Cleaning Supplies,End Cap for Tucker Carbon Fiber Pole. Category: Water Fed Pole Parts. Vendor code: T-4BR-CF. Available at AZ Cleaning Supplies.,end-cap-for-tucker-carbon-fiber-pole,,Hidden,Physical,,End Cap for Tucker Carbon Fiber Pole | AZ Cleaning Supplies,End Cap for Tucker Carbon Fiber Pole. Category: Water Fed Pole Parts. Vendor code: T-4BR-CF. Available at AZ Cleaning Supplies.,N,N,N,N,20.49,,N,Y,N,Y,N,,,14.35,Tucker,T-4BR-CF,N,,,N,,,Y,,,N,,20.49
,"EURO Brush Socket, Black","EURO Brush Socket, Black",Regular,,T-SOCKET-90,Replacement socket for Tucker® Euro brushes. Will fit many other brushes on the market as well. Color may vary.,Tucker > Accessories,Tucker,"EURO Brush Socket, Black | Accessories | AZ Cleaning Supplies",Replacement socket for Tucker® Euro brushes. Will fit many other brushes on the market as well. Color may vary. Available at AZ Cleaning Supplies.,euro-brush-socket-black,,Hidden,Physical,,"EURO Brush Socket, Black | Accessories | AZ Cleaning Supplies",Replacement socket for Tucker® Euro brushes. Will fit many other brushes on the market as well. Color may vary. Available at AZ Cleaning Supplies.,N,N,N,N,10.26,,N,Y,N,Y,N,,,7.19,Tucker,T-SOCKET-90,N,,,N,,,Y,,,N,,10.26
,EZ Dial Clamp Adjuster,EZ Dial Clamp Adjuster,Regular,,T-DIAL-ASSEMBLY,"This is the EZ Dial Clamp Adjuster upgrade kit for V1 Tucker® clamps. This allows you to have no need for the Tucker® adjustment tool going forward. Simply adjust the clamp tension with the EZ Dial. It will fit the EZ Pure Range, Tucker® carbon fiber Range, and the Tucker® Aluminum Range. Includes -Barrel, Bolt, and EZ Adjust Knob",Tucker > Water Fed Pole Parts,Tucker,EZ Dial Clamp Adjuster | Water Fed Pole Parts | AZ Cleaning Supplies,This is the EZ Dial Clamp Adjuster upgrade kit for V1 Tucker® clamps. This allows you to have no need for the Tucker® adjustment tool going forward. Simply...,ez-dial-clamp-adjuster-1,,Hidden,Physical,,EZ Dial Clamp Adjuster | Water Fed Pole Parts | AZ Cleaning Supplies,This is the EZ Dial Clamp Adjuster upgrade kit for V1 Tucker® clamps. This allows you to have no need for the Tucker® adjustment tool going forward. Simply...,N,N,N,N,10.04,,N,Y,N,Y,N,,,7.03,Tucker,T-DIAL-ASSEMBLY,N,,,N,,,Y,,,N,,10.04
,EZ RO Conversion kit,Stainless Steel RO Membrane Housing Upgrade,Regular,,20001-E-UGK,"This stainless-steel housing upgrade allows you to use new 21"" RO membranes in your EZ Pure/Ettore Aqua clean caddy. The PVC housing is no longer available. Clamps are available HERE New RO membrane is included with purchase! Water Resistant Lubricant may be required and is available HERE Upgrade kit for Carbon/DI filter housing can be found HERE",Tucker > Catalog,Tucker,Stainless Steel RO Membrane Housing Upgrade | Catalog | AZ Cleaning Supplies,"This stainless-steel housing upgrade allows you to use new 21"" RO membranes in your EZ Pure/Ettore Aqua clean caddy. The PVC housing is no longer available....",stainless-steel-ro-membrane-housing-upgrade,,Hidden,Physical,15.624,Stainless Steel RO Membrane Housing Upgrade | Catalog | AZ Cleaning Supplies,"This stainless-steel housing upgrade allows you to use new 21"" RO membranes in your EZ Pure/Ettore Aqua clean caddy. The PVC housing is no longer available....",N,N,N,N,768.70,,N,Y,N,Y,N,,,538.09,Tucker,20001-E-UGK,N,,,N,,,Y,,,N,,768.70
,Female end of adjustable Tucker Gooseneck,V1 End of Adjustable Tucker® Gooseneck,Regular,,T-GN-ADJ-FEMALE,"Looking for the female thread version of the Adjustable Tucker® Gooseneck that threads onto male euro tips? You found it! This is for poles with male euro tips. If you need a complete Gooseneck assembly with female threading, CLICK HERE .",Tucker > Accessories,Tucker,V1 End of Adjustable Tucker® Gooseneck | Accessories | AZ Cleaning Supplies,Looking for the female thread version of the Adjustable Tucker® Gooseneck that threads onto male euro tips? You found it! This is for poles with male euro...,v1-end-of-adjustable-tucker-gooseneck,,Hidden,Physical,1.001,V1 End of Adjustable Tucker® Gooseneck | Accessories | AZ Cleaning Supplies,Looking for the female thread version of the Adjustable Tucker® Gooseneck that threads onto male euro tips? You found it! This is for poles with male euro...,N,N,N,N,8.98,,N,Y,N,Y,N,,,6.29,Tucker,T-GN-ADJ-FEMALE,N,,,N,,,Y,,,N,,8.98
,FG Pole Extension #10 Section,FG Pole Extension #10 Section,Regular,,T-FG-EXT-WC,The Tucker® #10 Fiberglass modular extension is used to extend the Tucker® High Mod 50 poles found at the link below. Tucker® High Mod 50 When you add these sections they are modular and sit one on top of the other. We recommend using just 1 of these as the base handle and if you need more than 1 EXT using carbon fiber ones above it for best performance. Each section will add 5 feet to the length of the overall pole. These feature our new V2 clamping system.,Tucker > Water Fed Pole Parts,Tucker,FG Pole Extension #10 Section | Water Fed Pole Parts | AZ Cleaning Supplies,The Tucker® #10 Fiberglass modular extension is used to extend the Tucker® High Mod 50 poles found at the link below. Tucker® High Mod 50 When you add these...,fg-pole-extension-10-section,,Hidden,Physical,3,FG Pole Extension #10 Section | Water Fed Pole Parts | AZ Cleaning Supplies,The Tucker® #10 Fiberglass modular extension is used to extend the Tucker® High Mod 50 poles found at the link below. Tucker® High Mod 50 When you add these...,N,N,N,N,179.00,,N,Y,N,Y,N,,,125.30,Tucker,T-FG-EXT-WC,N,,,N,,,Y,,,N,,179.00
,Fitting Kit,Fitting Kit,Regular,,10041-KIT,Fitting Kit | Official Tucker SKU: 10041-KIT | Category: Accessories,Tucker > Accessories,Tucker,Fitting Kit | Accessories | AZ Cleaning Supplies,Fitting Kit. Category: Accessories. Vendor code: 10041-KIT. Available at AZ Cleaning Supplies.,fitting-kit,,Hidden,Physical,,Fitting Kit | Accessories | AZ Cleaning Supplies,Fitting Kit. Category: Accessories. Vendor code: 10041-KIT. Available at AZ Cleaning Supplies.,N,N,N,N,34.10,,N,Y,N,Y,N,,,23.87,Tucker,10041-KIT,N,,,N,,,Y,,,N,,34.10
,Fittings Repair Kit,Fittings Repair Kit,Regular,,T-CART-REPAIR-KIT,Fittings Repair Kit | Official Tucker SKU: T-CART-REPAIR-KIT | Category: Accessories,Tucker > Accessories,Tucker,Fittings Repair Kit | Accessories | AZ Cleaning Supplies,Fittings Repair Kit. Category: Accessories. Vendor code: T-CART-REPAIR-KIT. Available at AZ Cleaning Supplies.,fittings-repair-kit,,Hidden,Physical,,Fittings Repair Kit | Accessories | AZ Cleaning Supplies,Fittings Repair Kit. Category: Accessories. Vendor code: T-CART-REPAIR-KIT. Available at AZ Cleaning Supplies.,N,N,N,N,40.99,,N,Y,N,Y,N,,,28.70,Tucker,T-CART-REPAIR-KIT,N,,,N,,,Y,,,N,,40.99
,Funnel for resin tank refill 10X2,Funnel for DI Resin Refill,Regular,,T-FUNNEL,This funnel allows you to easily refill your DI tank or filter cartridge.,Tucker > Catalog,Tucker,Funnel for DI Resin Refill | Catalog | AZ Cleaning Supplies,This funnel allows you to easily refill your DI tank or filter cartridge. Available at AZ Cleaning Supplies.,funnel-for-di-resin-refill,,Hidden,Physical,1.001,Funnel for DI Resin Refill | Catalog | AZ Cleaning Supplies,This funnel allows you to easily refill your DI tank or filter cartridge. Available at AZ Cleaning Supplies.,N,N,N,N,19.10,,N,Y,N,Y,N,,,13.38,Tucker,T-FUNNEL,N,,,N,,,Y,,,N,,19.10
,Garden Hose Quick Connect FEMALE w/ valve,Female Quick Connect for Pole Hose,Regular,,60040,Great on/off valve with built in female quick connect for connecting to our male quick connect. The other end is a female garden hose thread so this threads simply onto the end of your garden hose fitting.,Tucker > Accessories,Tucker,Female Quick Connect for Pole Hose | Accessories | AZ Cleaning Supplies,Great on/off valve with built in female quick connect for connecting to our male quick connect. The other end is a female garden hose thread so this threads...,female-quick-connect-for-pole-hose,,Hidden,Physical,1.001,Female Quick Connect for Pole Hose | Accessories | AZ Cleaning Supplies,Great on/off valve with built in female quick connect for connecting to our male quick connect. The other end is a female garden hose thread so this threads...,N,N,N,N,13.67,,N,Y,N,Y,N,,,9.57,Tucker,60040,N,,,N,,,Y,,,N,,13.67
,GFCI Plug,GFCI Plug,Regular,,12026,This is the original GFCI Plug that would have come with any of our electric booster pumps. If you have a need to replace yours this is the correct option.,Tucker > Catalog,Tucker,GFCI Plug | Catalog | AZ Cleaning Supplies,This is the original GFCI Plug that would have come with any of our electric booster pumps. If you have a need to replace yours this is the correct option....,gfci-plug,,Hidden,Physical,1.001,GFCI Plug | Catalog | AZ Cleaning Supplies,This is the original GFCI Plug that would have come with any of our electric booster pumps. If you have a need to replace yours this is the correct option....,N,N,N,N,40.99,,N,Y,N,Y,N,,,28.70,Tucker,12026,N,,,N,,,Y,,,N,,40.99
